age,address,famsize,reason,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,romantic,freetime,goout,health,absences,G1,G2,G3
18,U,GT3,reputation,4,0,no,yes,yes,no,yes,yes,no,3,3,3,0,70,65,70
18,U,LE3,home,1,0,no,yes,yes,no,yes,yes,yes,4,2,1,5,80,75,80
18,U,LE3,home,2,0,no,yes,no,no,yes,yes,yes,2,4,4,14,60,50,55
17,U,LE3,home,1,0,no,no,yes,no,yes,yes,no,1,1,5,0,55,55,50
17,U,GT3,reputation,3,0,no,yes,yes,no,yes,yes,no,3,3,3,0,75,60,70
17,U,GT3,reputation,4,0,no,yes,yes,yes,yes,yes,no,2,2,5,0,85,85,90
19,U,GT3,home,2,1,no,yes,no,yes,yes,yes,yes,4,4,3,20,75,70,65
18,U,GT3,reputation,2,1,no,yes,yes,yes,yes,yes,no,4,3,3,8,70,60,60
20,U,GT3,course,1,0,no,no,no,yes,yes,no,no,5,3,5,0,85,90,90
19,U,GT3,reputation,1,1,no,yes,yes,no,yes,yes,yes,3,4,4,38,40,45,40
19,R,GT3,reputation,2,1,no,no,no,yes,yes,no,yes,5,3,5,0,75,60,60
19,U,LE3,reputation,2,1,yes,yes,no,yes,yes,yes,no,4,3,3,18,60,50,50
19,U,LE3,home,2,1,no,no,no,yes,yes,no,yes,2,4,3,0,45,45,0
19,U,GT3,other,2,0,no,yes,no,no,no,yes,yes,4,1,2,20,70,60,65
19,U,GT3,course,2,1,no,no,no,no,yes,yes,no,5,2,4,3,65,55,55
19,U,LE3,reputation,2,1,no,yes,yes,no,yes,yes,yes,2,2,1,22,65,50,55
19,U,GT3,home,3,2,no,no,no,no,yes,yes,yes,1,2,3,14,75,65,65
19,R,GT3,reputation,3,1,no,no,no,no,yes,yes,yes,1,2,3,40,65,55,55
18,U,GT3,course,2,0,no,yes,yes,yes,yes,yes,no,3,3,1,0,40,40,0
18,U,GT3,course,3,0,no,yes,yes,yes,yes,yes,yes,3,4,5,9,45,50,45
17,R,GT3,course,3,0,no,yes,yes,yes,yes,yes,no,3,4,5,0,55,55,50
18,U,GT3,course,2,0,no,yes,yes,no,yes,yes,no,4,4,5,2,55,55,55
17,U,GT3,course,2,0,no,yes,yes,no,yes,yes,yes,2,2,5,23,65,65,65
17,U,GT3,course,2,0,no,yes,no,no,yes,no,yes,2,2,3,12,55,45,45
17,R,LE3,course,3,0,no,yes,yes,yes,yes,yes,no,3,2,3,3,55,55,55
17,U,GT3,course,3,0,no,yes,no,no,yes,yes,no,4,3,5,1,60,70,75
17,U,LE3,home,3,0,no,no,no,no,yes,yes,no,3,3,2,0,80,75,75
18,U,GT3,course,3,0,no,no,no,yes,yes,yes,no,3,3,3,3,45,60,55
17,U,GT3,reputation,1,0,no,no,no,yes,yes,yes,no,3,5,5,3,70,75,80
17,R,GT3,course,1,0,no,yes,no,no,yes,yes,no,4,5,4,8,55,50,50
17,U,GT3,course,3,0,no,yes,yes,yes,yes,yes,no,4,4,4,7,50,45,45
17,U,GT3,course,3,0,no,yes,yes,no,yes,yes,yes,3,3,4,4,70,70,70
18,U,LE3,course,4,0,no,yes,no,yes,yes,yes,no,5,5,5,2,45,40,40
17,R,GT3,course,3,0,no,yes,no,no,yes,yes,yes,4,3,5,7,60,70,70
18,U,GT3,home,2,0,no,no,no,yes,yes,yes,no,3,4,4,0,35,0,0
18,U,LE3,home,2,0,no,no,no,yes,yes,yes,yes,3,3,2,0,40,40,0
18,R,GT3,course,4,0,no,no,no,yes,yes,no,no,4,4,4,0,50,45,0
17,U,GT3,course,3,0,no,no,no,no,yes,yes,no,4,5,5,16,80,75,75
19,R,GT3,home,3,1,no,no,yes,no,yes,no,no,4,3,5,12,70,65,65
17,U,GT3,home,2,0,no,yes,yes,no,yes,yes,yes,3,2,2,0,35,40,0
18,U,LE3,home,4,0,no,yes,no,no,yes,yes,no,3,3,1,7,80,75,85
17,R,GT3,home,2,0,no,yes,yes,no,yes,yes,no,3,3,2,4,45,50,50
19,U,GT3,home,3,1,no,no,yes,yes,yes,yes,yes,3,4,3,4,55,60,55
18,U,GT3,home,2,1,no,yes,no,yes,yes,yes,no,3,3,2,0,50,50,0
18,U,LE3,home,2,0,no,no,no,yes,yes,yes,yes,3,3,5,11,80,75,75
17,U,GT3,home,2,1,no,yes,no,no,yes,yes,yes,3,1,4,0,45,40,0
18,U,GT3,course,3,0,no,yes,no,no,yes,yes,no,3,3,3,4,55,50,50
18,U,GT3,other,3,0,no,no,no,no,yes,yes,yes,4,3,1,7,65,65,70
18,R,GT3,course,3,0,no,no,no,no,yes,yes,yes,3,2,4,9,80,75,80
18,U,GT3,course,3,0,no,yes,yes,no,yes,yes,yes,4,5,5,0,50,50,45
17,U,GT3,reputation,3,0,no,yes,yes,yes,yes,yes,yes,4,3,4,0,65,75,75
18,R,GT3,course,1,1,no,yes,no,no,yes,yes,no,5,5,5,10,55,65,65
19,R,GT3,home,2,3,no,no,no,no,yes,yes,no,4,4,2,8,40,35,40
17,U,GT3,course,2,0,no,yes,yes,no,yes,yes,no,5,4,3,2,65,65,65
18,U,LE3,course,1,1,no,no,no,no,no,yes,yes,3,3,3,7,40,35,40
19,R,GT3,home,1,1,no,yes,no,no,yes,yes,no,4,4,5,4,40,40,40
17,R,GT3,home,2,0,no,yes,yes,yes,yes,yes,yes,5,5,2,4,65,55,55
18,U,GT3,course,2,0,no,yes,no,no,yes,no,yes,3,4,5,0,50,45,45
17,R,GT3,other,2,0,no,yes,yes,yes,yes,yes,no,3,3,5,4,60,65,65
17,U,LE3,reputation,2,0,no,no,no,no,yes,no,yes,2,3,5,2,60,60,55
18,U,LE3,home,1,0,no,no,no,no,yes,yes,yes,3,2,3,4,50,50,50
18,U,LE3,course,3,0,no,no,no,no,yes,yes,no,3,2,4,0,90,80,80
18,R,LE3,course,2,0,no,no,no,no,yes,no,yes,3,4,5,0,65,65,65
18,R,LE3,other,2,1,no,no,no,yes,no,no,no,4,3,5,2,65,60,60
18,U,GT3,other,2,0,no,yes,no,no,yes,yes,yes,3,2,3,0,55,55,50
17,U,LE3,course,2,0,no,yes,yes,yes,yes,yes,yes,3,4,1,0,80,75,75
17,R,GT3,course,2,0,no,no,no,no,yes,no,no,2,2,3,0,60,55,60
18,R,GT3,course,2,0,no,yes,yes,no,yes,no,no,3,4,3,4,50,50,50
18,U,LE3,other,3,0,no,no,yes,no,yes,yes,yes,2,2,5,0,65,65,65
17,R,GT3,reputation,1,1,no,yes,yes,no,yes,yes,yes,2,1,1,0,35,30,0
18,U,GT3,course,1,0,no,yes,yes,no,yes,yes,yes,2,3,4,0,55,50,50
18,R,GT3,other,2,0,no,yes,yes,no,yes,yes,yes,2,2,5,10,70,60,55
19,U,LE3,home,2,2,no,no,no,yes,yes,no,yes,2,2,3,4,35,35,45
18,R,LE3,other,1,0,no,yes,yes,yes,no,yes,yes,3,3,3,3,70,60,60
17,U,GT3,home,3,0,no,no,no,yes,yes,no,yes,4,3,3,8,65,55,55
17,R,GT3,course,1,0,no,no,no,yes,yes,yes,no,5,5,1,14,30,25,25
18,R,LE3,reputation,3,0,no,no,no,no,yes,yes,no,4,4,1,0,95,90,95
18,R,GT3,home,3,0,no,no,no,no,yes,yes,no,3,2,4,2,40,40,50
20,U,GT3,course,3,2,no,yes,yes,no,yes,yes,yes,4,3,3,4,75,70,75
18,R,LE3,course,2,0,no,no,yes,yes,yes,yes,no,4,3,2,4,40,45,50
18,U,GT3,home,2,0,no,no,yes,no,yes,yes,yes,1,3,1,0,75,75,75
17,R,GT3,reputation,2,0,no,yes,yes,yes,yes,yes,no,5,4,1,17,50,50,50
18,U,GT3,home,2,0,no,no,yes,yes,yes,yes,no,2,4,2,4,75,70,70
18,R,GT3,other,1,0,no,no,no,yes,yes,yes,yes,4,3,5,5,35,30,35
17,U,GT3,home,2,0,no,no,no,yes,yes,yes,no,4,3,3,2,55,55,50
19,R,GT3,other,1,1,no,no,no,no,yes,no,no,3,2,5,0,30,25,0
18,R,GT3,home,1,1,no,no,yes,no,yes,no,no,4,3,3,14,30,25,25
18,R,GT3,other,3,0,no,no,yes,no,yes,no,no,3,3,4,2,50,45,50
18,R,GT3,reputation,1,0,no,yes,yes,yes,yes,yes,yes,4,3,5,7,30,25,30
19,R,GT3,course,3,1,no,no,no,yes,yes,yes,no,4,2,5,0,35,25,0
18,U,LE3,course,2,0,no,yes,yes,no,yes,yes,no,3,4,1,0,35,45,40
18,U,GT3,course,2,1,no,no,no,yes,yes,no,no,1,1,5,0,30,25,0
20,U,LE3,course,2,2,no,yes,yes,no,yes,no,no,5,4,4,11,45,45,45
17,U,LE3,course,1,0,no,no,no,no,yes,yes,no,4,5,2,3,70,80,80
21,R,GT3,course,1,3,no,no,no,no,yes,no,no,5,3,3,3,50,40,35
18,R,LE3,course,1,0,no,no,no,no,yes,yes,no,4,1,5,0,55,60,50
19,U,LE3,course,1,0,no,no,no,no,yes,yes,no,2,3,5,5,40,45,45
